id	text	labels
PMC2528217_9	"Kessler and co-workers (Kessler et al 2001) studied the change in pulmonary hemodynamics with time in a group of 131 patients with moderate COPD (FEV1%, 34.6  15.7% and PaO2 67.0  10.4 mmHg). Upon initial right heart catheterization, no patient had a resting mPAP >20 mmHg. After a mean interval of 6.8  2.9 years, 33 (25%) patients had developed PH (mPAP >20) with a range of 2032.5 mmHg. The average rate of increase in pulmonary arterial pressure was 0.4 mmHg/year. Patients who developed resting PH had higher resting and exercise mPAP and lower resting and exercise PaO2.
"	HP_0002092;HP_0012826
PMC2650592_1	"Despite the lower numbers of severe (Global Initiative for Chronic Obstructive Lung Disease (GOLD) III) and very severe COPD (GOLD IV) compared to milder forms, the advanced stages of the disease are requiring the by far largest proportion of health-care resources (Chapman et al 2006) due to excessive hospitalization, exacerbation and mortality rates (Ambrosino et al 2007a). Prognosis significantly worsens in case of additional respiratory failure occurring either chronically or temporarily during an acute exacerbation. Survival is particularly reduced when ventilatory support becomes necessary (Ai-Ping et al 2005; Chu et al 2004). These patients merit special consideration not only because of poor outcome and survival rates but also in view of several therapeutical options.
"	HP_0006510;HP_0011009;HP_0011010;HP_0004438
PMC2650592_10	"Randomized clinical trials as summarized in meta-analyses (Lightowler et al 2003; Peter et al 2002) and comprehensive reviews (Keenan et al 2003; Ram et al 2004) have clearly demonstrated that the supplementation of standard medical care by NPPV results in a lower mortality and risk for intubation. This is accompanied by a reduction in the number of hospital or ICU days compared to standard medical care only, which in particular might include intubation. The results make sense in view of the fact that non-invasive ventilation offers significant advantages over invasive approaches, circumventing a number of serious complications that can occur after tracheal tube insertion or tracheostomy. Complications include the possibility of ventilator-induced lung injury and the elevated risk for respiratory infections, both of which are known to be associated with invasive mechanical ventilation (Ambrosino et al 2008).
"	HP_0011947;HP_0004438
PMC2650592_12	"In this regard, the findings of recent clinical trials might seem surprising at the first view (Diaz et al 2005a; Scala et al 2007). These studies suggested that a reduced level of consciousness in acute hypercapnic respiratory failure must not necessarily be taken as a contraindication for NPPV, as had been proposed previously (Mehta et al 2001). It should be clear, however, that not only experience with the technique and the type of patient involved is required, but also a close supervision and permanent stand-by in order to initiate immediate endotracheal intubation if NPPV is not effective within short time (Scala et al 2007). Irrespective of these possibilities, the most favorable results of NPPV in ARF due to acute exacerbation have been obtained when NPPV was employed in an early stage and in patients with moderate hypercapnic respiratory failure (pH 7.257.35) (Table 1).
"	HP_0011009;HP_0012826
PMC2650592_13	"In addition to the severity of failure as reflected by pH, the presence of significant comorbidities raises the probability of NPPV failure (Nava et al 2004). A large study of patients with COPD, in which a chart for NPPV failure was prospectively evaluated, revealed that in addition to low pH values low scores of the Glasgow Coma scale, high respiratory rates and high APACHE-II scores were related to NPPV failure (Confalonieri et al 2005). Another key indicator of failure seems to be the lack of improvement in clinical and gas exchange measures within the first hour after initiation of NPPV (Garpestad et al 2007). There are further predictors for NPPV failure that have been revealed during the last years and might be helpful for the decision on initiation and continuation of NPPV in patients with COPD and ARF (Table 1). Moreover, a number of contraindications such as persistent unconsciousness, hemodynamic instability, gastrointestinal or orofacial bleeding, a high risk for aspiration, or the inability to protect the airways have to be kept in mind when using this technique (Ambrosino et al 2007b) (Table 2).
"	HP_0006510;HP_0007185;HP_0002835;HP_0002789
PMC2650592_14	"Clinical studies on the use of NPPV in acute hypoxemic respiratory failure due to community-acquired pneumonia (CAP) have yielded disappointing results (Ferrer et al 2003b; Honrubia et al 2005; Phua et al 2005). However, in patients with COPD and CAP at least one randomized controlled trial indicated beneficial effects of NPPV on intubation rate, the duration of stay in the ICU and short-term survival (Confalonieri et al 1999).
"	HP_0006510;HP_0011009
PMC2650592_15	"According to a large randomized controlled trials, in unselected patients NPPV seems not effective in reducing re-intubation rates, if used for the treatment of overt respiratory failure occurring after extubation (Esteban et al 2004; Keenan et al 2002). An even more critical issue seems to be that in the large study of Esteban and co-workers in which at least 10% of patients had COPD, even excess mortality was observed in the NPPV group during the ICU stay (Esteban et al 2004). However, the design of this trial has been criticized on the basis of the argument that re-intubation in the NPPV group, occurring on average 10 hours later than in the control group, may have been delayed. In contrast to these findings, a previous (although non-randomized) study in patients with COPD suggested a role for NPPV in the management of post-extubation hypercapnic respiratory failure based on the fact that it significantly reduced the need for endotracheal intubation (Hilbert et al 1998).
"	HP_0006510;HP_0004438
PMC2650592_17	"Weaning from long-term invasive mechanical ventilation often turns out to be a difficult procedure in COPD; hence it is one of the major reasons for admission to specialized weaning-centers (Schonhofer et al 2002). NPPV has been proven to be useful in accelerating the weaning process when employed as a weaning strategy (Burns et al 2006). Specifically, randomized controlled design demonstrated that in patients who failed a T-piece trial, most of them having COPD, the rate of infectious complications, the duration of the ICU stay and short-term mortality were all reduced, when using additional NPPV versus standard weaning without NPPV (Ferrer et al 2003a; Nava et al 1998).
"	HP_0006510;HP_0004438
PMC2650592_18	"Once the decision in favor of invasive ventilation has been made, care has to be taken that overstretching of lung parenchyma and ventilator-induced lung injury (VILI) are avoided (Tremblay et al 2006) by using low tidal volumes. One must state, however, that especially in patients with COPD with severe exacerbation the impact of invasive ventilation on short- or long-term outcome has not yet been clearly shown, in contrast to patients with acute lung injury (ALI) or respiratory distress syndrome (ARDS) (ARDS Network 2000). Small tidal volumes or low inspiratory pressure levels inevitably lead to a reduction of effective minute ventilation, with the consequence that PaCO2 raises and pH decreases. This may be tolerated down to pH values of 7.107.20. In fact a beneficial effect of this permissive hypercapnia on short-term mortality has been found in different forms of acute lung injury and may also apply to COPD (Kregenow et al 2006).
"	HP_0006510;HP_0004438;HP_0011009;HP_0012828
PMC2650592_19	"Another adverse effect of invasive mechanical ventilation in COPD is the generation or aggravation of PEEPi. This is typical for those diseases which are associated with significant airway obstruction evoked by inflammation, bronchospasm or hypersecretion, with the consequence of incomplete alveolar emptying and air trapping (Pfeifer 2007). In controlled ventilation, a reduction of inspiratory time and respiratory frequency can increase expiratory time thus promoting lung deflation with the consequence of a reduction in PEEPi (Ward et al 2008). The addition of an end-inspiratory pause is not favorable, as it impairs respiratory system mechanics and gas exchange (DAngelo et al 1994; Georgopoulos et al 1995; Wanger et al 1996). High initial flow rates can effectively reduce the work of breathing particularly in patients with COPD undergoing pressure support ventilation (Bonmarchand et al 1996), while inadequate cycling may enhance dynamic hyperinflation during assisted ventilation.
"	HP_0006510
PMC2650592_2	"If applied in defined circumstances, these options can prolong life and/or improve functional capacity, symptoms, and health-related quality of life (Rabe et al 2007). It has to be taken in account, however, that these therapies by themselves can involve considerable health-care costs. Thus, they should be used in the most efficient, evidence-based manner. Based on these considerations the present review focuses on clinically and pathophysiologically important aspects of the two major modalities for the treatment of acute or chronic respiratory failure in COPD: mechanical ventilation and oxygen therapy.
"	HP_0002878;HP_0006510;HP_0011010;HP_0011009
PMC2650592_20	"During patient-trigged support ventilation, PEEPi can represent a significant load to the patients effort to trigger the ventilator. This can result in an increased work of breathing und deleterious patient-ventilator asynchrony. In these circumstances the application of an external PEEP or its increase might be effective, as this reduces the trigger level and patients inspiratory threshold load. Patients with an excessive drive for breathing and concomitant high respiratory frequency will enhance their PEEPi. As a remedy, a higher level of sedation might be chosen, as far as tachypnea is not explained by other causes amenable to treatment, such as pain, fever and pulmonary embolism.
"	HP_0002789;HP_0012531;HP_0001945;HP_0002204
